"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14165","User deposits money into own account","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyIntoOwnAccount"
"","17419","User cannot transfer money without confirming the transfer and see failure alert","","2026-07-27","passed","2026-07-27","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldRejectTransferWithoutConfirmation"
"","12826","Deposit succeeds when amount is within the allowed range [3] 5000.0","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","6629","Deposit request is rejected when auth header is empty","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectUnauthorisedDepositRequest"
"","2047","User creation is rejected when the request has invalid param 6: password has invalid format","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","20095","Transfer between own accounts is rejected when balance is insufficient [2] 9999.99","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","5027","Transfer is processed when fraud check is approved [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","8099","User transfers money to another own account when balance is sufficient [2] 9999.99","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","1472","User creation is rejected when the request has invalid param 5: empty password","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","4839","User creation is rejected when requested by a regular user","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestedByRegularUser"
"","7367","Transfer is processed when fraud check is approved [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","6338","Profile name update is rejected when auth header is empty","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectUnauthorisedRequest"
"","44118","Transfer is not processed when manual review is required [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","3373","Authorization header is empty when request is empty","","2026-07-27","passed","2026-07-27","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenRequestIsEmpty"
"","5141","User creation is rejected when the request has invalid param 3: username below minimum length","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","13226","Transfer is rejected when sender account does not exist","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenSenderAccountDoesNotExist"
"","12595","Transfer is not processed when additional verification is required [2] 9999.99","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","11461","Deposit succeeds when amount is within the allowed range [1] 0.1","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","15472","User cannot transfer money when recipient name does not match and see failure alert","","2026-07-27","passed","2026-07-27","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldRejectTransferWhenRecipientNameDoesNotMatch"
"","5288","Transfer request is rejected when auth header is empty","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectUnauthorisedDepositRequest"
"","8346","User delete is rejected when user is not exist","","2026-07-27","passed","2026-07-27","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenUserIsNotExist"
"","13611","Deposit succeeds when amount is within the allowed range [2] 4999.99","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","5550","Authorization header is empty when invalid credentials was sent","","2026-07-27","passed","2026-07-27","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenInvalidCredentials"
"","1960","User creation is rejected when the request is empty","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsEmpty"
"","7649","Profile name update is rejected when the new name is invalid [2]  ","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","9121","User can transfer money between own accounts and see successful alert","","2026-07-27","passed","2026-07-27","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldTransferMoneyBetweenOwnAccounts"
"","7309","Profile name update is rejected when the new name is invalid [4] akVKF 68546","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","8922","Profile name update is rejected when the new name is invalid [6] cggYC ","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","15519","Transfer is not processed when manual review is required [2] 9999.99","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","25745","Transfer to another user's account succeeds when balance is sufficient [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","1259","User creation is rejected when the request has invalid param 4: username above the maximum length","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","18901","Transfer between own accounts is rejected when balance is insufficient [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","27491","User name is updated when a valid name is submitted","","2026-07-27","passed","2026-07-27","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldUpdateUserNameWhenNewNameIsValid"
"","6860","Profile name update is rejected when the new name is invalid [1] ","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","19821","Deposit to another user's account is rejected","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositToAnotherUsersAccount"
"","9850","Deposit is rejected when amount is zero or negative [1] -0.01","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountIsNotPositive"
"","29846","Transfer to another user is rejected when balance is insufficient [2] 9999.99","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","5391","Profile name update is rejected when the new name is invalid [8] 71 38","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","3918","User deletion is rejected when the url param is null","","2026-07-27","passed","2026-07-27","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenUrlParamIsNull"
"","12187","Deposit is rejected when requested by an administrator","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenRequestedByAdmin"
"","29902","Transfer to another user's account succeeds when balance is sufficient [2] 9999.99","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","10850","User transfers money to another own account when balance is sufficient [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","9747","Admin delete existed user","","2026-07-27","passed","2026-07-27","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldDeleteUserWhenItExists"
"","46610","User name is not updated when an invalid name is submitted","","2026-07-27","passed","2026-07-27","","ui.ChangeUserProfileUiTest","ui.ChangeUserProfileUiTest","shouldNotUpdateUserNameWhenNewNameIsInvalid"
"","13125","Transfer is not processed when additional verification is required [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","1765","User creation is rejected when the request has invalid param 2: username has invalid format","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","167","User creation is rejected when request without auth","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestWithoutAuth"
"","7216","Profile name update is rejected when the new name is invalid [5] lAWak","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","2309","User creation is rejected when the request has invalid param 7: password below minimum length","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","6397","Profile name is updated when the new name is valid","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldUpdateProfileNameWhenNameIsValid"
"","44959","Transfer between own accounts is rejected when balance is insufficient [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","25012","Transfer to another user's account succeeds when balance is sufficient [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","15191","User transfers money to another own account when balance is sufficient [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","7083","Authorization token was received when valid credentials was sent","","2026-07-27","passed","2026-07-27","","api.auth.UserApiTest","api.auth.UserApiTest","shouldReturnAuthorizationTokenWhenValidCredentials"
"","1161","User creation is rejected when the request has invalid param 1: empty username","","2026-07-27","passed","2026-07-27","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","14048","Transfer is not processed when manual review is required [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","10391","Deposit is rejected when amount exceeds the maximum limit","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountExceedsMaximumLimit"
"","23711","Transfer to another user is rejected when balance is insufficient [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","10804","Transfer is rejected when amount is zero or negative [1] -0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountIsNotPositive"
"","7109","Profile name update is rejected when the new name is invalid [7] yobpzydgatlcgo rxhjen8","","2026-07-27","passed","2026-07-27","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","36317","Transfer to another user is rejected when balance is insufficient [1] 0.01","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","6513","Transfer with fraud check request is rejected when auth header is empty","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldRejectUnauthorisedTransferWithFraudRequest"
"","12366","Transfer is not processed when additional verification is required [3] 10000.0","","2026-07-27","passed","2026-07-27","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","6631","User sees error alert when deposit amount exceeds the limit","","2026-07-27","passed","2026-07-27","","ui.transactions.MakeDepositUiTest","ui.transactions.MakeDepositUiTest","shouldRejectDepositWhenAmountExceedsLimit"
"","32938","Deposit is rejected when account does not exist","","2026-07-27","passed","2026-07-27","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAccountDoesNotExist"
