"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13613","Transfer is rejected when sender account does not exist","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenSenderAccountDoesNotExist"
"","5912","Authorization header is empty when invalid credentials was sent","","2026-08-04","passed","2026-08-04","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenInvalidCredentials"
"","5578","Profile name update is rejected when auth header is empty","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectUnauthorisedRequest"
"","24350","Transfer to another user is rejected when balance is insufficient [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","6720","Transfer is processed when fraud check is approved [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","12954","Deposit is rejected when amount is zero or negative [2] 0.0","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountIsNotPositive"
"","17078","Transfer is not processed when manual review is required [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","15004","User deposits money into own account","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyIntoOwnAccount"
"","13266","User sees error alert when deposit amount exceeds the limit","","2026-08-04","passed","2026-08-04","","ui.transactions.MakeDepositUiTest","ui.transactions.MakeDepositUiTest","shouldRejectDepositWhenAmountExceedsLimit"
"","1747","User creation is rejected when the request has invalid param 5: empty password","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
