"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","223","User deletion is rejected when request without auth","","2026-08-04","passed","2026-08-04","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenRequestWithoutAuth"
"","37184","Transfer is not processed when manual review is required [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","1848","User creation is rejected when the request is empty","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsEmpty"
"","20564","Deposit to another user's account is rejected","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositToAnotherUsersAccount"
"","6278","Profile name update is rejected when the new name is invalid [4] pUPWL 89872","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","7168","Profile name update is rejected when the new name is invalid [2]  ","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","4733","Authorization header is empty when invalid credentials was sent","","2026-08-04","passed","2026-08-04","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenInvalidCredentials"
"","9489","Profile name update is rejected when the new name is invalid [1] ","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","12024","User sees error alert when deposit amount exceeds the limit","","2026-08-04","passed","2026-08-04","","ui.transactions.MakeDepositUiTest","ui.transactions.MakeDepositUiTest","shouldRejectDepositWhenAmountExceedsLimit"
"","4521","Authorization header is empty when request is empty","","2026-08-04","passed","2026-08-04","","api.auth.UserApiTest","api.auth.UserApiTest","shouldNotReturnAuthorizationHeaderWhenRequestIsEmpty"
"","19239","Transfer between own accounts is rejected when balance is insufficient [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferBetweenOwnAccountsWhenBalanceIsInsufficient"
"","1565","User creation is rejected when the request has invalid param 2: username has invalid format","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","9880","Deposit succeeds when amount is within the allowed range [1] 0.1","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","210","User creation is rejected when request without auth","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestWithoutAuth"
"","11115","Deposit is rejected when requested by an administrator","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenRequestedByAdmin"
"","16680","User deposits money into own account","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyIntoOwnAccount"
"","8948","Deposit succeeds when amount is within the allowed range [3] 5000.0","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","9056","Profile name is updated when the new name is valid","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldUpdateProfileNameWhenNameIsValid"
"","6513","Profile name update is rejected when the new name is invalid [3]    ","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","17911","Transfer to another user is rejected when balance is insufficient [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","14968","Transfer is not processed when manual review is required [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","8425","User delete is rejected when user is not exist","","2026-08-04","passed","2026-08-04","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenUserIsNotExist"
"","47402","User can transfer money between own accounts and see successful alert","","2026-08-04","passed","2026-08-04","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldTransferMoneyBetweenOwnAccounts"
"","3643","Admin creates a user when the request is valid","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldCreateUserWhenRequestIsValid"
"","17082","Transfer is not processed when manual review is required [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenManualReviewIsRequired"
"","12553","Deposit is rejected when amount exceeds the maximum limit","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountExceedsMaximumLimit"
"","8595","User transfers money to another own account when balance is sufficient [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","10428","Transfer is not processed when additional verification is required [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","10336","Admin delete existed user","","2026-08-04","passed","2026-08-04","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldDeleteUserWhenItExists"
"","8764","Deposit succeeds when amount is within the allowed range [2] 4999.99","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldDepositMoneyWhenAmountIsWithinAllowedRange"
"","12132","User transfers money to another own account when balance is sufficient [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherOwnAccountWhenBalanceIsSufficient"
"","7048","Profile name update is rejected when the new name is invalid [5] HzXEx","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","8600","Deposit is rejected when amount is zero or negative [1] -0.01","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectDepositWhenAmountIsNotPositive"
"","1546","User creation is rejected when the request has invalid param 7: password below minimum length","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","2923","User deletion is rejected when the url param is null","","2026-08-04","passed","2026-08-04","","api.admin.DeleteUserTest","api.admin.DeleteUserTest","shouldRejectUserDeletionWhenUrlParamIsNull"
"","15003","Transfer is not processed when additional verification is required [1] 0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","9929","Transfer is rejected when amount is zero or negative [2] 0.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountIsNotPositive"
"","2186","User creation is rejected when the request has invalid param 5: empty password","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
"","6637","User creation is rejected when requested by a regular user","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestedByRegularUser"
"","10289","Transfer is rejected when amount is zero or negative [1] -0.01","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountIsNotPositive"
"","27292","Transfer to another user is rejected when balance is insufficient [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferToAnotherUserWhenBalanceIsInsufficient"
"","19805","User cannot transfer money when recipient name does not match and see failure alert","","2026-08-04","passed","2026-08-04","","ui.transactions.TransferMoneyUiTest","ui.transactions.TransferMoneyUiTest","shouldRejectTransferWhenRecipientNameDoesNotMatch"
"","20127","Transfer to another user's account succeeds when balance is sufficient [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","16907","Transfer to another user's account succeeds when balance is sufficient [3] 10000.0","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldTransferMoneyToAnotherUserWhenBalanceIsSufficient"
"","8188","Transfer is rejected when amount exceeds the maximum limit","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyApiTest","api.transactions.TransferMoneyApiTest","shouldRejectTransferWhenAmountExceedsMaximumLimit"
"","7560","Authorization token was received when valid credentials was sent","","2026-08-04","passed","2026-08-04","","api.auth.UserApiTest","api.auth.UserApiTest","shouldReturnAuthorizationTokenWhenValidCredentials"
"","6851","Deposit request is rejected when auth header is empty","","2026-08-04","passed","2026-08-04","","api.transactions.MakeDepositApiTest","api.transactions.MakeDepositApiTest","shouldRejectUnauthorisedDepositRequest"
"","8306","Transfer is processed when fraud check is approved [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldProcessTransferWhenFraudCheckIsApproved"
"","5133","Transfer with fraud check request is rejected when auth header is empty","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldRejectUnauthorisedTransferWithFraudRequest"
"","9462","Transfer is not processed when additional verification is required [2] 9999.99","","2026-08-04","passed","2026-08-04","","api.transactions.TransferMoneyWithFraudApiTest","api.transactions.TransferMoneyWithFraudApiTest","shouldNotProcessTransferWhenVerificationIsRequired"
"","9487","Profile name update is rejected when the new name is invalid [6] BCsYn ","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","8355","Profile name update is rejected when the new name is invalid [8] 74 56","","2026-08-04","passed","2026-08-04","","api.ChangeUserProfileApiTest","api.ChangeUserProfileApiTest","shouldRejectProfileNameUpdateWhenNameIsInvalid"
"","3160","User creation is rejected when the request has invalid param 3: username below minimum length","","2026-08-04","passed","2026-08-04","","api.admin.CreateUserTest","api.admin.CreateUserTest","shouldRejectUserCreationWhenRequestIsInvalid"
